,buying,maint,doors,persons,lug_boot,safety,verdict,condprob
642,med,high,2,2,big,med,med,1.0
643,med,high,4,2,small,high,high,1.0
644,med,med,4,2,small,low,low,1.0
645,vhigh,low,2,4,med,low,low,1.0
646,low,low,4,2,med,med,med,1.0
647,vhigh,vhigh,5more,more,med,low,low,1.0
648,high,med,2,4,big,low,low,1.0
649,vhigh,med,4,4,med,high,high,1.0
650,low,vhigh,3,more,big,high,high,1.0
651,high,med,5more,4,small,high,high,1.0
652,vhigh,vhigh,5more,2,small,low,low,1.0
653,med,high,4,more,big,low,low,1.0
654,vhigh,vhigh,5more,4,big,low,low,1.0
655,high,high,4,more,small,med,med,1.0
656,vhigh,high,5more,2,small,med,med,1.0
657,low,med,5more,more,med,low,low,1.0
658,high,med,5more,2,med,high,high,1.0
659,med,med,3,4,big,high,high,1.0
660,high,low,2,more,big,high,high,1.0
661,high,high,4,4,big,high,high,1.0
662,low,vhigh,2,4,med,low,low,1.0
663,high,low,2,2,med,high,high,1.0
664,vhigh,med,4,4,small,med,med,1.0
665,high,vhigh,5more,more,med,high,high,1.0
666,med,vhigh,2,4,med,low,low,1.0
667,med,med,4,2,big,med,med,1.0
668,high,low,5more,2,big,low,low,1.0
669,vhigh,med,4,more,med,low,low,1.0
670,low,high,3,4,med,low,low,1.0
671,low,med,5more,2,med,high,high,1.0
672,high,high,3,more,small,high,high,1.0
673,high,low,4,more,big,high,high,1.0
674,high,med,2,2,small,high,high,1.0
675,low,high,3,4,big,med,med,1.0
676,high,low,3,more,small,high,high,1.0
677,med,vhigh,4,4,small,low,low,1.0
678,high,vhigh,4,4,med,low,low,1.0
679,low,high,5more,4,small,high,high,1.0
680,med,vhigh,5more,2,big,med,med,1.0
681,med,low,5more,4,med,high,high,1.0
682,low,high,4,4,med,high,high,1.0
683,vhigh,vhigh,3,2,med,low,low,1.0
684,high,low,3,2,small,med,med,1.0
685,low,vhigh,3,4,small,high,high,1.0
686,high,low,3,more,med,low,low,1.0
687,med,med,4,more,med,low,low,1.0
688,med,med,2,more,big,low,low,1.0
689,low,vhigh,4,2,small,low,low,1.0
690,low,vhigh,2,4,med,med,med,1.0
691,vhigh,low,2,4,small,med,med,1.0
692,low,vhigh,4,2,big,med,med,1.0
693,high,vhigh,5more,more,small,low,low,1.0
694,low,med,5more,2,small,high,high,1.0
695,low,high,3,4,big,low,low,1.0
696,high,vhigh,3,more,med,low,low,1.0
697,low,high,3,2,med,low,low,1.0
698,med,high,5more,2,small,high,high,1.0
699,vhigh,med,2,2,med,med,med,1.0
700,med,low,3,more,med,high,high,1.0
701,low,low,5more,more,small,med,med,1.0
702,vhigh,high,2,2,small,high,high,1.0
703,vhigh,high,3,2,med,med,med,1.0
704,vhigh,vhigh,3,4,small,high,high,1.0
705,med,med,2,4,small,low,low,1.0
706,med,high,5more,more,small,low,low,1.0
707,med,vhigh,5more,4,med,med,med,1.0
708,low,vhigh,3,2,big,high,high,1.0
709,low,high,5more,4,big,low,low,1.0
710,med,vhigh,2,4,big,high,high,1.0
711,med,high,4,4,small,med,med,1.0
712,low,vhigh,5more,2,big,med,med,1.0
713,low,vhigh,3,4,big,med,med,1.0
714,vhigh,high,5more,4,small,low,low,1.0
715,high,high,5more,2,small,high,high,1.0
716,low,vhigh,2,more,small,med,med,1.0
717,vhigh,high,4,2,big,low,low,1.0
718,low,med,2,4,small,high,high,1.0
719,low,med,3,4,big,med,med,1.0
720,vhigh,low,4,4,med,high,high,1.0
721,high,low,4,more,small,med,med,1.0
722,low,vhigh,5more,more,med,low,low,1.0
723,vhigh,med,2,more,med,low,low,1.0
724,med,high,3,4,med,med,med,1.0
725,vhigh,low,3,4,big,med,med,1.0
726,vhigh,high,3,2,small,high,high,1.0
727,med,med,4,2,small,med,med,1.0
728,vhigh,med,4,more,big,high,high,1.0
729,vhigh,low,2,more,small,high,high,1.0
730,low,low,5more,2,med,low,low,1.0
731,med,med,2,4,med,med,med,1.0
732,high,vhigh,2,4,big,low,low,1.0
733,low,med,3,more,big,low,low,1.0
734,low,high,2,4,small,high,high,1.0
735,high,med,4,4,big,med,med,1.0
736,vhigh,med,5more,2,med,med,med,1.0
737,med,low,5more,more,med,low,low,1.0
738,vhigh,low,4,4,big,high,high,1.0
739,high,high,4,2,med,high,high,1.0
740,vhigh,high,2,2,small,med,med,1.0
741,vhigh,med,5more,2,big,low,low,1.0
742,vhigh,med,5more,more,big,low,low,1.0
743,vhigh,low,3,more,small,med,med,1.0
744,high,high,2,2,med,high,high,1.0
745,low,vhigh,5more,4,big,high,high,1.0
746,high,vhigh,3,more,big,high,high,1.0
747,low,med,4,2,big,low,low,1.0
748,vhigh,low,4,more,med,low,low,1.0
749,vhigh,low,5more,2,small,low,low,1.0
750,med,low,5more,2,med,high,high,1.0
751,med,med,3,more,big,low,low,1.0
752,med,high,3,2,big,high,high,1.0
753,low,high,2,2,med,high,high,1.0
754,low,low,5more,more,big,med,med,1.0
755,low,vhigh,2,more,small,high,high,1.0
756,vhigh,vhigh,3,more,big,low,low,1.0
757,low,med,2,more,small,high,high,1.0
758,vhigh,low,3,4,small,low,low,1.0
759,vhigh,vhigh,2,2,med,high,high,1.0
760,low,med,2,2,med,high,high,1.0
761,vhigh,low,5more,4,small,low,low,1.0
762,med,low,2,more,big,low,low,1.0
763,vhigh,vhigh,3,2,small,med,med,1.0
764,high,med,2,2,big,low,low,1.0
765,vhigh,low,5more,2,big,low,low,1.0
766,med,low,3,2,small,low,low,1.0
767,med,vhigh,3,more,big,med,med,1.0
768,vhigh,high,3,more,med,med,med,1.0
769,vhigh,vhigh,5more,2,small,med,med,1.0
770,med,vhigh,5more,more,small,high,high,1.0
771,med,high,3,4,big,low,low,1.0
772,low,high,2,2,big,med,med,1.0
773,vhigh,vhigh,5more,more,med,med,med,1.0
774,med,high,4,more,med,low,low,1.0
775,high,vhigh,3,more,med,high,high,1.0
776,high,vhigh,5more,4,big,low,low,1.0
777,vhigh,med,4,2,small,med,med,1.0
778,vhigh,med,3,more,big,high,high,1.0
779,med,high,3,more,big,low,low,1.0
780,vhigh,vhigh,4,2,med,high,high,1.0
781,vhigh,low,3,2,big,low,low,1.0
782,med,high,3,2,med,low,low,1.0
783,vhigh,vhigh,5more,4,med,low,low,1.0
784,high,low,4,2,small,med,med,1.0
785,med,vhigh,2,4,big,low,low,1.0
786,med,high,5more,4,med,high,high,1.0
787,high,vhigh,4,more,med,med,med,1.0
788,high,low,4,4,small,high,high,1.0
789,vhigh,high,3,more,med,high,high,1.0
790,high,med,4,2,small,med,med,1.0
791,high,vhigh,5more,4,big,high,high,1.0
792,vhigh,med,5more,more,med,high,high,1.0
793,med,low,4,2,med,med,med,1.0
794,high,vhigh,2,4,med,high,high,1.0
795,med,high,5more,4,med,med,med,1.0
796,med,vhigh,5more,more,big,low,low,1.0
797,high,med,4,4,med,low,low,1.0
798,low,low,2,more,med,med,med,1.0
799,med,med,2,2,big,med,med,1.0
800,med,low,3,more,small,high,high,1.0
801,low,med,5more,more,small,low,low,1.0
802,vhigh,high,3,2,small,low,low,1.0
803,high,vhigh,5more,4,small,low,low,1.0
804,med,high,4,2,med,med,med,1.0
805,high,low,2,2,small,med,med,1.0
806,low,vhigh,3,4,small,med,med,1.0
807,high,low,4,4,med,high,high,1.0
808,vhigh,high,4,2,med,high,high,1.0
809,med,vhigh,4,2,med,high,high,1.0
810,med,high,2,2,med,low,low,1.0
811,high,high,2,4,med,med,med,1.0
812,high,high,3,4,small,high,high,1.0
813,med,high,4,2,small,med,med,1.0
814,low,low,4,2,small,med,med,1.0
815,low,low,3,4,big,med,med,1.0
816,low,high,5more,more,big,low,low,1.0
817,low,low,4,more,small,high,high,1.0
818,med,med,2,more,big,high,high,1.0
819,vhigh,vhigh,4,2,med,med,med,1.0
820,high,vhigh,5more,more,med,low,low,1.0
821,vhigh,low,3,2,small,med,med,1.0
822,vhigh,low,2,2,big,low,low,1.0
823,vhigh,high,5more,4,med,med,med,1.0
824,low,med,5more,2,big,med,med,1.0
825,med,low,5more,4,small,med,med,1.0
826,med,low,5more,4,small,low,low,1.0
827,high,high,2,2,med,low,low,1.0
828,low,low,2,4,small,high,high,1.0
829,low,vhigh,2,2,big,high,high,1.0
830,low,low,5more,4,big,low,low,1.0
831,low,low,4,more,big,high,high,1.0
832,low,vhigh,5more,2,med,high,high,1.0
833,high,med,4,2,big,med,med,1.0
834,high,high,4,2,small,high,high,1.0
835,high,high,3,2,med,high,high,1.0
836,med,low,5more,4,big,high,high,1.0
837,vhigh,med,2,more,big,low,low,1.0
838,low,med,5more,more,small,med,med,1.0
839,med,vhigh,3,4,big,high,high,1.0
840,low,med,3,4,small,low,low,1.0
841,low,low,5more,more,small,high,high,1.0
842,high,vhigh,2,4,med,med,med,1.0
843,vhigh,low,4,more,med,med,med,1.0
844,vhigh,med,2,2,med,high,high,1.0
845,high,high,2,4,med,low,low,1.0
846,med,vhigh,2,2,small,low,low,1.0
847,med,med,5more,more,med,med,med,1.0
848,med,high,4,2,big,high,high,1.0
849,med,low,3,4,small,med,med,1.0
850,vhigh,med,3,more,med,low,low,1.0
851,vhigh,vhigh,2,4,big,low,low,1.0
852,high,low,3,2,med,med,med,1.0
853,med,high,5more,4,big,low,low,1.0
854,high,vhigh,3,more,small,med,med,1.0
855,high,vhigh,4,more,big,high,high,1.0
856,vhigh,high,4,more,big,high,high,1.0
857,med,vhigh,4,2,small,low,low,1.0
858,vhigh,vhigh,5more,4,small,low,low,1.0
859,med,vhigh,3,more,big,low,low,1.0
860,high,high,4,more,big,med,med,1.0
861,low,med,4,more,big,low,low,1.0
862,vhigh,vhigh,4,more,med,low,low,1.0
863,high,low,5more,more,big,med,med,1.0
864,med,low,2,more,med,low,low,1.0
865,med,med,3,4,med,low,low,1.0
866,med,med,4,4,med,low,low,1.0
867,low,low,2,4,big,med,med,1.0
868,med,high,2,4,small,high,high,1.0
869,high,med,2,4,med,high,high,1.0
870,med,high,5more,more,med,med,med,1.0
871,low,med,3,4,med,low,low,1.0
872,low,vhigh,2,more,med,low,low,1.0
873,low,vhigh,4,4,big,med,med,1.0
874,vhigh,vhigh,2,more,big,low,low,1.0
875,low,vhigh,2,more,big,med,med,1.0
876,high,vhigh,2,more,med,low,low,1.0
877,vhigh,high,5more,2,small,high,high,1.0
878,high,med,2,2,big,med,med,1.0
879,med,low,3,4,med,low,low,1.0
880,vhigh,med,4,4,big,med,med,1.0
881,vhigh,high,4,more,med,med,med,1.0
882,vhigh,low,2,2,small,med,med,1.0
883,low,med,3,2,big,med,med,1.0
884,med,low,4,2,big,high,high,1.0
885,low,high,4,2,med,med,med,1.0
886,high,high,3,more,med,low,low,1.0
887,med,vhigh,4,more,med,low,low,1.0
888,high,low,2,more,small,med,med,1.0
889,high,low,3,4,big,med,med,1.0
890,vhigh,low,3,4,med,low,low,1.0
891,med,low,5more,more,big,high,high,1.0
892,vhigh,vhigh,2,4,med,high,high,1.0
893,high,low,4,4,small,low,low,1.0
894,low,vhigh,5more,more,big,high,high,1.0
895,low,med,2,4,med,high,high,1.0
896,low,med,2,2,big,high,high,1.0
897,low,low,3,more,big,med,med,1.0
898,vhigh,med,2,2,small,high,high,1.0
899,low,vhigh,5more,2,med,med,med,1.0
900,high,low,4,2,big,med,med,1.0
901,low,low,4,4,small,high,high,1.0
902,low,high,4,2,med,low,low,1.0
903,high,med,2,more,med,low,low,1.0
904,high,low,5more,4,big,med,med,1.0
905,low,low,5more,more,med,low,low,1.0
906,med,low,5more,more,small,med,med,1.0
907,high,vhigh,5more,2,big,low,low,1.0
908,med,vhigh,3,4,big,low,low,1.0
909,med,vhigh,2,2,med,med,med,1.0
910,vhigh,med,2,4,big,med,med,1.0
911,med,vhigh,3,4,med,high,high,1.0
912,vhigh,vhigh,2,2,big,high,high,1.0
913,high,vhigh,5more,2,med,med,med,1.0
914,med,high,4,2,big,med,med,1.0
915,high,high,3,2,med,low,low,1.0
916,high,med,3,2,small,low,low,1.0
917,vhigh,low,2,more,big,low,low,1.0
918,med,vhigh,2,more,big,low,low,1.0
919,high,med,4,more,big,high,high,1.0
920,low,high,3,4,med,high,high,1.0
921,med,med,3,more,small,high,high,1.0
922,med,low,4,2,small,high,high,1.0
923,vhigh,low,2,4,small,high,high,1.0
924,med,low,3,more,small,med,med,1.0
925,low,vhigh,3,4,med,high,high,1.0
926,vhigh,low,2,more,big,med,med,1.0
927,low,low,2,more,small,med,med,1.0
928,vhigh,vhigh,5more,more,small,med,med,1.0
929,high,high,2,more,big,high,high,1.0
930,low,low,5more,4,med,high,high,1.0
931,low,low,2,4,big,high,high,1.0
932,low,low,4,more,med,low,low,1.0
933,vhigh,low,5more,2,big,high,high,1.0
934,high,low,4,more,big,med,med,1.0
935,vhigh,high,3,2,med,low,low,1.0
936,vhigh,med,4,more,small,low,low,1.0
937,low,high,3,more,med,med,med,1.0
938,med,med,5more,2,big,med,med,1.0
939,high,med,5more,more,small,low,low,1.0
940,low,high,5more,2,small,med,med,1.0
941,med,low,2,more,small,low,low,1.0
942,med,high,5more,more,med,low,low,1.0
943,vhigh,vhigh,3,more,small,high,high,1.0
944,high,med,4,more,small,high,high,1.0
945,low,vhigh,4,2,med,med,med,1.0
946,vhigh,vhigh,3,4,small,low,low,1.0
947,vhigh,low,4,2,med,high,high,1.0
948,med,med,5more,2,med,low,low,1.0
949,vhigh,high,5more,4,med,low,low,1.0
950,low,med,3,2,big,high,high,1.0
951,high,high,4,2,med,med,med,1.0
952,med,high,2,2,small,high,high,1.0
953,vhigh,vhigh,4,more,small,med,med,1.0
954,vhigh,high,4,4,med,high,high,1.0
955,high,vhigh,3,2,med,med,med,1.0
956,vhigh,med,5more,more,big,med,med,1.0
957,med,high,5more,4,small,low,low,1.0
958,med,vhigh,2,4,small,low,low,1.0
959,high,low,4,2,med,high,high,1.0
960,med,low,2,more,big,med,med,1.0
961,med,vhigh,2,more,big,med,med,1.0
962,high,med,5more,more,big,low,low,1.0
963,low,med,3,more,small,low,low,1.0
964,low,vhigh,2,2,med,high,high,1.0
965,med,low,3,more,small,low,low,1.0
966,med,vhigh,3,more,med,med,med,1.0
967,high,vhigh,3,4,big,med,med,1.0
968,vhigh,high,3,2,small,med,med,1.0
969,vhigh,med,5more,more,small,low,low,1.0
970,high,low,5more,4,small,low,low,1.0
971,vhigh,high,2,more,small,low,low,1.0
972,low,low,3,2,small,med,med,1.0
973,vhigh,vhigh,5more,more,big,low,low,1.0
974,low,low,3,2,small,high,high,1.0
975,med,low,3,2,big,med,med,1.0
976,vhigh,vhigh,3,4,med,med,med,1.0
977,high,vhigh,2,2,small,low,low,1.0
978,med,low,5more,2,big,low,low,1.0
979,high,med,4,4,small,high,high,1.0
980,med,vhigh,3,4,small,med,med,1.0
981,med,med,5more,4,small,high,high,1.0
982,med,vhigh,2,4,med,med,med,1.0
983,med,high,4,4,med,med,med,1.0
984,high,med,3,4,small,low,low,1.0
985,vhigh,low,3,more,big,med,med,1.0
986,med,low,5more,2,med,med,med,1.0
987,high,med,3,4,big,low,low,1.0
988,low,high,3,more,med,high,high,1.0
989,low,med,4,2,small,high,high,1.0
990,high,low,4,2,big,high,high,1.0
991,high,vhigh,2,2,small,high,high,1.0
992,low,low,3,4,small,high,high,1.0
993,vhigh,low,4,4,med,low,low,1.0
994,vhigh,vhigh,4,2,small,low,low,1.0
995,med,high,2,more,small,low,low,1.0
996,high,vhigh,4,more,med,low,low,1.0
997,low,vhigh,5more,2,big,low,low,1.0
998,high,low,5more,more,small,low,low,1.0
999,high,high,5more,more,big,med,med,1.0
1000,low,low,3,more,small,med,med,1.0
1001,low,high,4,4,med,low,low,1.0
1002,low,high,2,2,small,low,low,1.0
1003,low,low,3,2,big,med,med,1.0
1004,vhigh,high,2,more,big,high,high,1.0
1005,med,low,4,4,med,low,low,1.0
1006,vhigh,low,3,4,med,high,high,1.0
1007,med,med,4,2,big,high,high,1.0
1008,high,low,2,4,big,low,low,1.0
1009,high,med,2,2,small,low,low,1.0
1010,low,low,4,2,big,med,med,1.0
1011,low,high,2,4,big,high,high,1.0
1012,med,med,2,2,small,low,low,1.0
1013,low,low,5more,2,med,high,high,1.0
1014,high,vhigh,3,more,med,med,med,1.0
1015,high,high,3,4,small,low,low,1.0
1016,low,med,5more,more,big,low,low,1.0
1017,low,high,5more,2,big,low,low,1.0
1018,high,med,3,2,med,med,med,1.0
1019,low,high,5more,2,med,high,high,1.0
1020,low,med,5more,4,med,low,low,1.0
1021,high,med,4,4,small,med,med,1.0
1022,low,low,3,4,med,high,high,1.0
1023,low,vhigh,4,4,small,med,med,1.0
1024,med,high,3,more,med,low,low,1.0
1025,low,med,2,more,med,med,med,1.0
1026,low,med,3,4,big,high,high,1.0
1027,low,low,2,2,big,high,high,1.0
1028,vhigh,vhigh,3,2,small,low,low,1.0
1029,high,low,3,4,big,high,high,1.0
1030,low,vhigh,4,4,med,high,high,1.0
1031,low,high,4,4,small,low,low,1.0
1032,med,low,2,more,med,high,high,1.0
1033,vhigh,med,5more,4,big,high,high,1.0
1034,vhigh,high,2,2,med,high,high,1.0
1035,low,high,5more,2,med,low,low,1.0
1036,med,low,5more,2,small,high,high,1.0
1037,high,high,2,4,big,low,low,1.0
1038,med,med,2,2,big,high,high,1.0
1039,low,med,4,more,med,low,low,1.0
1040,high,med,3,more,small,med,med,1.0
1041,vhigh,med,3,4,med,high,high,1.0
1042,low,high,2,2,big,high,high,1.0
1043,low,med,5more,2,small,med,med,1.0
1044,med,med,3,more,big,med,med,1.0
1045,med,vhigh,5more,4,big,med,med,1.0
1046,med,high,2,4,med,high,high,1.0
1047,low,med,4,2,med,high,high,1.0
1048,low,med,3,more,med,low,low,1.0
1049,high,med,3,2,med,low,low,1.0
1050,high,low,3,2,med,low,low,1.0
1051,med,high,4,4,med,low,low,1.0
1052,vhigh,vhigh,5more,more,small,high,high,1.0
1053,vhigh,high,2,2,small,low,low,1.0
1054,high,low,2,more,small,low,low,1.0
1055,high,low,4,more,med,high,high,1.0
1056,med,low,4,4,med,high,high,1.0
1057,vhigh,high,4,4,big,med,med,1.0
1058,vhigh,high,5more,more,big,med,med,1.0
1059,vhigh,low,4,more,big,low,low,1.0
1060,med,high,5more,4,small,med,med,1.0
1061,low,vhigh,3,2,med,high,high,1.0
1062,low,med,4,4,small,med,med,1.0
1063,low,high,2,4,med,high,high,1.0
1064,high,low,2,more,big,med,med,1.0
1065,med,high,3,4,small,high,high,1.0
1066,low,med,5more,more,big,high,high,1.0
1067,med,high,3,more,big,high,high,1.0
1068,med,low,2,4,big,low,low,1.0
1069,high,vhigh,5more,4,small,high,high,1.0
1070,vhigh,high,3,2,big,high,high,1.0
1071,high,vhigh,5more,more,small,high,high,1.0
1072,high,vhigh,2,more,med,high,high,1.0
1073,vhigh,low,5more,4,med,med,med,1.0
1074,vhigh,high,5more,2,small,low,low,1.0
1075,low,high,3,more,med,low,low,1.0
1076,low,med,2,4,med,low,low,1.0
1077,vhigh,low,3,2,med,low,low,1.0
1078,high,low,2,4,med,high,high,1.0
1079,low,vhigh,3,more,med,low,low,1.0
1080,med,med,5more,4,big,med,med,1.0
1081,med,high,2,more,med,low,low,1.0
1082,low,high,2,2,med,med,med,1.0
1083,high,low,5more,more,big,high,high,1.0
1084,high,low,2,2,med,med,med,1.0
1085,med,vhigh,5more,4,small,low,low,1.0
1086,high,low,2,more,small,high,high,1.0
1087,vhigh,vhigh,5more,more,big,high,high,1.0
1088,low,low,2,4,big,low,low,1.0
1089,med,high,2,4,small,low,low,1.0
1090,vhigh,med,5more,4,big,med,med,1.0
1091,low,vhigh,4,more,med,low,low,1.0
1092,low,vhigh,3,4,big,low,low,1.0
1093,med,vhigh,2,2,big,high,high,1.0
1094,med,low,3,more,med,low,low,1.0
1095,vhigh,med,3,more,small,high,high,1.0
1096,high,med,5more,more,med,med,med,1.0
1097,high,high,3,2,small,high,high,1.0
1098,med,low,3,2,big,low,low,1.0
1099,vhigh,med,2,4,small,med,med,1.0
1100,med,low,5more,2,med,low,low,1.0
1101,vhigh,high,5more,2,big,high,high,1.0
1102,vhigh,low,4,more,small,low,low,1.0
1103,med,high,4,2,big,low,low,1.0
1104,high,high,3,2,big,low,low,1.0
1105,vhigh,high,5more,2,med,low,low,1.0
1106,med,low,5more,4,med,low,low,1.0
1107,vhigh,med,3,4,small,low,low,1.0
1108,med,vhigh,3,4,big,med,med,1.0
1109,low,low,2,more,small,high,high,1.0
1110,med,vhigh,2,more,small,low,low,1.0
1111,med,high,3,more,small,med,med,1.0
1112,vhigh,med,5more,2,small,high,high,1.0
1113,vhigh,vhigh,4,4,med,med,med,1.0
1114,med,high,3,more,small,low,low,1.0
1115,high,low,2,4,med,low,low,1.0
1116,high,high,3,4,med,low,low,1.0
1117,low,low,4,more,big,med,med,1.0
1118,high,med,5more,2,big,high,high,1.0
1119,low,med,4,4,big,med,med,1.0
1120,low,vhigh,5more,2,med,low,low,1.0
1121,high,low,3,4,small,low,low,1.0
1122,low,vhigh,4,more,small,med,med,1.0
1123,vhigh,med,2,more,small,high,high,1.0
1124,low,low,5more,4,big,high,high,1.0
1125,low,low,4,more,big,low,low,1.0
1126,med,med,2,4,big,low,low,1.0
1127,high,high,5more,4,small,low,low,1.0
1128,vhigh,high,4,2,med,low,low,1.0
1129,high,low,3,4,med,low,low,1.0
1130,high,vhigh,2,more,big,low,low,1.0
1131,high,vhigh,4,4,big,med,med,1.0
1132,low,vhigh,2,4,small,low,low,1.0
1133,high,low,5more,more,med,med,med,1.0
1134,high,low,5more,2,small,med,med,1.0
1135,high,med,2,more,small,high,high,1.0
1136,low,med,2,more,big,low,low,1.0
1137,vhigh,vhigh,5more,2,big,low,low,1.0
1138,med,vhigh,2,2,big,low,low,1.0
1139,low,high,5more,more,big,high,high,1.0
1140,high,high,5more,4,big,high,high,1.0
1141,low,vhigh,5more,4,small,high,high,1.0
1142,vhigh,vhigh,3,4,small,med,med,1.0
1143,vhigh,vhigh,3,more,med,low,low,1.0
1144,high,vhigh,3,4,small,low,low,1.0
1145,low,med,3,4,big,low,low,1.0
1146,vhigh,low,2,2,med,high,high,1.0
1147,high,med,2,more,big,med,med,1.0
1148,vhigh,low,5more,more,small,high,high,1.0
1149,vhigh,vhigh,3,2,big,med,med,1.0
1150,high,high,2,4,small,low,low,1.0
1151,high,high,3,2,small,med,med,1.0
1152,high,high,2,2,small,high,high,1.0
1153,med,vhigh,3,2,med,high,high,1.0
1154,med,vhigh,4,4,big,med,med,1.0
1155,vhigh,med,4,2,med,med,med,1.0
1156,med,vhigh,5more,more,small,low,low,1.0
1157,vhigh,low,4,more,small,med,med,1.0
1158,low,high,3,2,big,med,med,1.0
1159,med,low,5more,more,big,med,med,1.0
1160,high,med,2,more,med,high,high,1.0
1161,med,low,5more,4,big,med,med,1.0
1162,med,high,3,2,small,low,low,1.0
1163,low,vhigh,4,4,med,low,low,1.0
1164,high,vhigh,4,4,big,low,low,1.0
1165,med,med,2,4,small,med,med,1.0
1166,med,med,4,more,small,low,low,1.0
1167,vhigh,med,2,2,small,low,low,1.0
1168,high,vhigh,3,more,big,med,med,1.0
1169,high,high,5more,more,big,low,low,1.0
1170,med,vhigh,4,2,small,med,med,1.0
1171,vhigh,med,2,2,big,med,med,1.0
1172,high,vhigh,4,2,med,low,low,1.0
1173,high,med,5more,4,small,med,med,1.0
1174,med,low,2,4,med,med,med,1.0
1175,med,med,3,2,big,high,high,1.0
1176,low,vhigh,2,4,big,med,med,1.0
1177,vhigh,high,5more,4,small,med,med,1.0
1178,low,high,5more,more,small,high,high,1.0
1179,vhigh,med,3,more,med,med,med,1.0
1180,med,vhigh,4,4,small,med,med,1.0
1181,low,high,3,2,big,low,low,1.0
1182,med,low,4,2,big,low,low,1.0
1183,high,vhigh,4,2,big,med,med,1.0
1184,low,med,2,4,small,med,med,1.0
1185,low,low,3,2,med,high,high,1.0
1186,med,high,4,4,big,low,low,1.0
1187,vhigh,vhigh,5more,2,med,low,low,1.0
1188,high,med,3,4,small,high,high,1.0
1189,vhigh,low,5more,more,big,low,low,1.0
1190,vhigh,med,5more,4,big,low,low,1.0
1191,low,high,3,2,med,med,med,1.0
1192,low,vhigh,3,more,big,med,med,1.0
1193,med,vhigh,5more,more,med,low,low,1.0
1194,vhigh,low,3,4,small,med,med,1.0
1195,vhigh,low,3,4,small,high,high,1.0
1196,low,low,5more,4,big,med,med,1.0
1197,high,high,5more,2,big,low,low,1.0
1198,high,high,4,2,small,low,low,1.0
1199,low,med,5more,4,big,high,high,1.0
1200,med,high,4,4,big,med,med,1.0
1201,low,high,5more,more,big,med,med,1.0
1202,vhigh,med,3,4,med,med,med,1.0
1203,vhigh,vhigh,4,2,small,med,med,1.0
1204,high,high,4,4,big,med,med,1.0
1205,high,low,5more,2,med,med,med,1.0
1206,med,med,5more,2,small,low,low,1.0
1207,high,low,5more,2,small,high,high,1.0
1208,vhigh,vhigh,3,4,big,med,med,1.0
1209,low,vhigh,3,more,med,med,med,1.0
1210,vhigh,vhigh,4,2,big,high,high,1.0
1211,low,low,4,4,big,med,med,1.0
1212,high,low,2,4,big,med,med,1.0
1213,low,high,2,more,big,low,low,1.0
1214,med,low,4,4,med,med,med,1.0
1215,high,vhigh,5more,4,small,med,med,1.0
1216,high,low,3,2,big,high,high,1.0
1217,high,high,4,more,med,high,high,1.0
1218,low,high,4,2,small,high,high,1.0
1219,high,med,4,2,med,low,low,1.0
1220,low,vhigh,5more,2,big,high,high,1.0
1221,med,vhigh,5more,2,small,low,low,1.0
1222,low,vhigh,3,more,big,low,low,1.0
1223,vhigh,high,5more,more,big,low,low,1.0
1224,low,med,4,2,med,low,low,1.0
1225,vhigh,vhigh,3,more,big,high,high,1.0
1226,low,low,2,more,med,high,high,1.0
1227,low,high,4,2,big,high,high,1.0
1228,high,vhigh,2,more,small,low,low,1.0
1229,med,low,2,4,small,high,high,1.0
1230,high,low,3,more,big,med,med,1.0
1231,high,high,3,more,med,med,med,1.0
1232,vhigh,low,4,4,big,low,low,1.0
1233,low,med,3,2,small,med,med,1.0
1234,low,med,2,more,small,med,med,1.0
1235,vhigh,med,2,more,big,med,med,1.0
1236,high,vhigh,3,4,med,high,high,1.0
1237,vhigh,med,4,2,small,low,low,1.0
1238,low,vhigh,4,more,small,high,high,1.0
1239,low,high,3,more,small,high,high,1.0
1240,high,med,5more,4,med,high,high,1.0
1241,med,vhigh,4,4,med,low,low,1.0
1242,high,vhigh,5more,more,big,high,high,1.0
1243,high,high,5more,more,big,high,high,1.0
1244,high,high,4,more,med,med,med,1.0
1245,low,high,5more,2,med,med,med,1.0
1246,low,vhigh,4,2,small,med,med,1.0
1247,vhigh,low,2,more,big,high,high,1.0
1248,high,high,4,4,med,med,med,1.0
1249,med,vhigh,3,4,small,high,high,1.0
1250,med,high,3,more,med,high,high,1.0
1251,med,high,2,more,big,low,low,1.0
1252,med,high,3,4,med,high,high,1.0
1253,high,low,5more,more,med,high,high,1.0
1254,high,low,2,2,big,med,med,1.0
1255,low,vhigh,5more,more,big,med,med,1.0
1256,vhigh,vhigh,5more,more,med,high,high,1.0
1257,low,med,5more,4,med,high,high,1.0
1258,med,vhigh,4,2,med,low,low,1.0
1259,vhigh,vhigh,2,2,small,med,med,1.0
1260,high,low,3,4,small,high,high,1.0
1261,vhigh,med,5more,more,big,high,high,1.0
1262,low,low,3,2,med,low,low,1.0
1263,low,med,4,4,big,low,low,1.0
1264,vhigh,vhigh,5more,4,big,high,high,1.0
1265,vhigh,low,3,2,med,high,high,1.0
1266,med,low,5more,more,med,med,med,1.0
1267,vhigh,high,3,4,med,high,high,1.0
1268,high,med,2,4,med,low,low,1.0
1269,high,med,5more,2,med,med,med,1.0
1270,med,med,4,more,med,high,high,1.0
