,buying,maint,doors,persons,lug_boot,safety,verdict,condprob
592,acc,low,high,5more,more,small,high,1.0
593,acc,med,med,3,4,small,high,1.0
594,acc,high,high,5more,more,med,med,0.5
595,good,low,med,4,more,big,med,1.0
596,unacc,low,high,4,2,med,med,1.0
597,unacc,vhigh,vhigh,5more,more,med,med,1.0
598,good,med,low,4,4,big,med,1.0
599,acc,vhigh,vhigh,2,more,small,low,0.25
600,unacc,vhigh,med,5more,4,small,med,1.0
601,acc,vhigh,low,3,more,big,high,1.0
602,unacc,high,vhigh,2,2,small,low,1.0
603,acc,vhigh,low,3,more,med,high,1.0
604,unacc,low,vhigh,4,2,small,med,1.0
605,unacc,vhigh,vhigh,4,2,med,med,1.0
606,unacc,med,med,5more,2,small,med,1.0
607,unacc,low,med,2,more,small,med,1.0
608,unacc,vhigh,vhigh,4,2,small,high,1.0
609,unacc,vhigh,high,5more,more,big,high,1.0
610,unacc,vhigh,high,2,more,big,med,1.0
611,unacc,vhigh,high,4,more,big,low,1.0
612,unacc,low,high,5more,4,med,low,1.0
613,unacc,vhigh,med,4,2,big,low,1.0
614,unacc,high,high,5more,4,small,med,1.0
615,acc,high,med,3,more,big,high,1.0
616,unacc,low,vhigh,4,more,small,low,1.0
617,unacc,low,vhigh,3,4,med,med,1.0
618,unacc,high,high,5more,2,med,high,1.0
619,unacc,med,low,2,2,med,high,1.0
620,unacc,high,high,3,4,med,med,1.0
621,unacc,low,high,3,2,big,low,1.0
622,unacc,med,high,4,more,med,low,1.0
623,unacc,high,high,4,4,small,med,1.0
624,acc,vhigh,low,3,4,small,high,1.0
625,unacc,high,high,5more,4,med,high,0.5
626,acc,vhigh,vhigh,2,2,med,high,0.3333333333333333
627,unacc,med,vhigh,5more,more,big,low,1.0
628,acc,low,vhigh,5more,more,med,med,1.0
629,unacc,high,vhigh,5more,4,small,med,1.0
630,unacc,high,vhigh,2,2,small,high,1.0
631,unacc,low,vhigh,2,2,med,med,1.0
632,unacc,vhigh,med,4,more,small,med,1.0
633,good,med,low,5more,more,med,med,1.0
634,good,low,med,5more,more,med,med,1.0
635,unacc,vhigh,med,5more,4,small,low,1.0
636,good,med,low,3,4,med,high,1.0
637,good,low,low,4,more,small,high,1.0
638,vgood,med,low,2,4,big,high,1.0
639,unacc,vhigh,low,2,4,small,med,1.0
640,unacc,high,vhigh,3,more,med,low,1.0
641,unacc,vhigh,high,3,4,big,low,1.0
642,unacc,med,low,2,2,big,med,1.0
643,unacc,med,vhigh,2,2,small,med,1.0
644,unacc,vhigh,low,3,2,big,high,1.0
645,unacc,high,vhigh,4,2,small,med,1.0
646,unacc,high,med,3,more,small,low,1.0
647,unacc,high,low,2,2,big,med,1.0
648,acc,med,high,5more,more,med,high,1.0
649,unacc,high,vhigh,2,more,big,med,1.0
650,unacc,med,med,4,2,med,med,1.0
651,unacc,low,med,2,2,big,high,1.0
652,acc,vhigh,vhigh,3,2,small,med,0.25
653,acc,high,med,5more,more,med,med,1.0
654,good,med,low,2,more,big,med,1.0
655,acc,high,med,4,more,big,high,1.0
656,unacc,vhigh,high,5more,2,med,high,1.0
657,unacc,high,low,2,2,small,med,1.0
658,unacc,vhigh,high,5more,more,med,high,1.0
659,unacc,high,vhigh,3,4,big,high,1.0
660,unacc,high,high,5more,more,med,med,0.5
661,unacc,low,med,2,2,med,med,1.0
662,acc,med,low,4,more,small,med,1.0
663,acc,low,high,3,4,big,med,1.0
664,acc,med,vhigh,2,4,big,high,1.0
665,unacc,vhigh,vhigh,4,2,big,med,1.0
666,unacc,low,low,3,2,big,low,1.0
667,unacc,high,high,4,2,med,med,1.0
668,unacc,med,high,5more,2,med,high,1.0
669,unacc,med,low,2,2,med,low,1.0
670,good,low,med,5more,4,big,med,1.0
671,unacc,med,low,3,4,big,low,1.0
672,unacc,low,low,5more,2,med,med,1.0
673,unacc,vhigh,high,5more,more,med,low,1.0
674,unacc,low,high,4,2,small,high,1.0
675,acc,med,med,5more,more,small,high,1.0
676,acc,med,med,2,4,med,high,1.0
677,acc,vhigh,med,5more,4,med,med,1.0
678,acc,high,high,4,more,big,med,0.5
679,unacc,vhigh,med,3,4,med,med,1.0
680,vgood,low,med,5more,4,med,high,1.0
681,unacc,vhigh,high,2,4,med,med,1.0
682,unacc,high,high,3,2,med,high,1.0
683,unacc,med,med,3,2,small,low,1.0
684,unacc,low,vhigh,5more,2,med,med,1.0
685,unacc,high,vhigh,4,2,med,high,1.0
686,unacc,high,low,3,more,med,low,1.0
687,unacc,vhigh,high,5more,2,small,low,1.0
688,unacc,low,med,5more,more,med,low,1.0
689,unacc,low,high,3,more,small,low,1.0
690,acc,med,low,3,4,med,med,1.0
691,unacc,med,vhigh,3,more,med,low,1.0
692,acc,high,high,5more,4,med,med,0.5
693,unacc,med,med,3,2,big,low,1.0
694,unacc,med,med,4,more,big,low,1.0
695,unacc,high,high,4,4,big,high,0.5
696,acc,high,low,5more,4,med,high,1.0
697,vgood,low,med,4,more,med,high,1.0
698,unacc,low,high,3,4,big,low,1.0
699,unacc,med,low,5more,2,small,high,1.0
700,acc,vhigh,vhigh,2,2,small,med,0.6666666666666666
701,unacc,high,vhigh,3,4,big,low,1.0
702,unacc,med,vhigh,5more,2,med,low,1.0
703,unacc,vhigh,low,2,more,med,low,1.0
704,acc,vhigh,low,3,4,big,med,1.0
705,unacc,vhigh,high,5more,4,med,low,1.0
706,unacc,med,high,4,2,small,low,1.0
707,unacc,high,vhigh,2,4,small,high,1.0
708,unacc,med,high,5more,2,med,low,1.0
709,unacc,vhigh,high,3,more,med,med,1.0
710,unacc,vhigh,high,3,more,big,low,1.0
711,acc,med,med,5more,more,small,med,1.0
712,unacc,vhigh,med,2,4,big,low,1.0
713,unacc,high,high,5more,4,small,low,1.0
714,unacc,vhigh,low,5more,2,med,high,1.0
715,unacc,med,med,3,2,small,high,1.0
716,unacc,vhigh,high,5more,more,big,low,1.0
717,unacc,med,high,2,2,big,high,1.0
718,unacc,vhigh,high,3,2,med,low,1.0
719,unacc,med,vhigh,4,2,big,high,1.0
720,unacc,high,med,3,4,small,low,1.0
721,acc,vhigh,vhigh,2,4,small,low,0.25
722,acc,low,vhigh,3,more,med,high,1.0
723,good,low,low,3,more,med,med,1.0
724,unacc,low,low,4,2,med,med,1.0
725,unacc,high,low,5more,2,med,high,1.0
726,acc,vhigh,med,3,more,big,med,1.0
727,acc,high,med,5more,4,med,med,1.0
728,acc,high,high,5more,4,small,high,0.5
729,acc,med,high,5more,4,big,high,1.0
730,acc,med,high,4,more,big,med,1.0
731,unacc,low,vhigh,2,2,big,high,1.0
732,unacc,high,med,5more,2,big,med,1.0
733,unacc,vhigh,vhigh,4,more,big,high,1.0
734,unacc,med,vhigh,4,4,small,low,1.0
735,unacc,low,low,4,2,small,med,1.0
736,unacc,low,low,5more,4,med,low,1.0
737,unacc,med,high,5more,4,big,low,1.0
738,unacc,high,low,2,2,big,low,1.0
739,unacc,high,vhigh,4,more,small,low,1.0
740,unacc,low,vhigh,4,2,med,high,1.0
741,acc,high,low,5more,more,med,med,1.0
742,unacc,low,vhigh,5more,more,small,low,1.0
743,acc,vhigh,low,5more,more,med,med,1.0
744,unacc,med,med,4,2,big,high,1.0
745,unacc,low,vhigh,3,more,med,low,1.0
746,unacc,high,high,4,4,med,med,0.5
747,unacc,high,med,2,4,med,med,1.0
748,acc,med,vhigh,4,4,big,high,1.0
749,unacc,vhigh,vhigh,5more,2,med,high,1.0
750,unacc,vhigh,med,2,4,small,low,1.0
751,acc,med,low,2,4,small,med,1.0
752,unacc,low,low,5more,2,med,high,1.0
753,unacc,high,low,2,more,med,low,1.0
754,unacc,high,high,3,4,med,low,1.0
755,unacc,med,low,2,2,small,med,1.0
756,unacc,low,high,3,2,med,low,1.0
757,acc,med,high,5more,4,med,med,1.0
758,unacc,high,high,2,2,big,low,1.0
759,unacc,low,med,2,2,small,med,1.0
760,unacc,high,high,2,4,small,high,0.5
761,unacc,med,high,4,2,small,med,1.0
762,unacc,vhigh,low,2,2,med,low,1.0
763,vgood,low,med,5more,more,med,high,1.0
764,unacc,low,low,2,2,med,high,1.0
765,unacc,med,high,2,4,small,med,1.0
766,acc,vhigh,low,4,4,small,high,1.0
767,acc,low,high,4,4,small,med,1.0
768,acc,high,high,4,more,big,high,0.5
769,unacc,high,low,5more,more,big,low,1.0
770,unacc,high,high,5more,more,med,low,1.0
771,unacc,vhigh,med,2,4,med,med,1.0
772,unacc,vhigh,high,4,4,big,high,1.0
773,unacc,high,med,3,2,med,low,1.0
774,unacc,vhigh,vhigh,4,4,med,med,1.0
775,unacc,high,high,5more,more,small,high,0.5
776,unacc,high,low,3,more,big,low,1.0
777,unacc,high,high,4,more,small,med,1.0
778,unacc,high,vhigh,5more,more,big,med,1.0
779,vgood,low,med,5more,more,big,high,1.0
780,unacc,vhigh,vhigh,2,2,big,med,0.25
781,unacc,med,low,4,more,big,low,1.0
782,unacc,vhigh,vhigh,5more,2,small,med,1.0
783,unacc,high,high,4,2,big,low,1.0
784,acc,high,high,3,more,big,high,0.5
785,unacc,med,vhigh,2,2,small,high,1.0
786,acc,high,high,2,more,med,high,0.5
787,unacc,med,med,4,more,small,low,1.0
788,acc,vhigh,med,3,more,small,high,1.0
789,acc,low,med,3,4,small,med,1.0
790,unacc,high,vhigh,5more,4,med,low,1.0
791,unacc,vhigh,vhigh,3,more,small,low,1.0
792,unacc,vhigh,low,5more,2,med,med,1.0
793,unacc,med,vhigh,3,more,small,low,1.0
794,vgood,med,med,4,more,med,high,1.0
795,unacc,high,low,4,2,big,high,1.0
796,unacc,low,high,4,4,big,low,1.0
797,unacc,vhigh,vhigh,4,2,med,high,1.0
798,acc,vhigh,med,4,more,big,high,1.0
799,unacc,med,vhigh,2,2,big,low,1.0
800,unacc,med,vhigh,3,2,small,med,1.0
801,unacc,low,med,4,2,med,med,1.0
802,unacc,med,high,4,2,big,med,1.0
803,unacc,high,med,3,4,big,low,1.0
804,unacc,vhigh,vhigh,5more,more,med,high,1.0
805,unacc,vhigh,high,3,more,big,high,1.0
806,unacc,med,low,5more,4,small,low,1.0
807,unacc,high,low,4,more,big,low,1.0
808,acc,vhigh,med,5more,4,big,med,1.0
809,unacc,vhigh,med,5more,2,med,high,1.0
810,acc,vhigh,vhigh,2,2,big,med,0.25
811,unacc,low,low,4,2,small,high,1.0
812,unacc,vhigh,vhigh,4,more,small,med,1.0
813,vgood,med,low,2,more,big,high,1.0
814,unacc,low,low,3,more,big,low,1.0
815,acc,high,med,3,4,big,med,1.0
816,acc,vhigh,med,5more,more,small,high,1.0
817,unacc,high,vhigh,2,4,med,med,1.0
818,unacc,high,high,2,more,med,med,1.0
819,acc,high,low,5more,more,big,med,1.0
820,unacc,med,med,2,2,big,low,1.0
821,acc,med,low,5more,more,small,med,1.0
822,acc,med,high,4,more,small,high,1.0
823,acc,vhigh,med,4,4,med,med,1.0
824,unacc,high,vhigh,2,more,small,low,1.0
825,unacc,med,med,5more,4,big,low,1.0
826,unacc,vhigh,vhigh,2,2,med,med,0.3333333333333333
827,acc,high,high,4,4,big,med,0.5
828,unacc,high,vhigh,4,2,med,low,1.0
829,vgood,med,med,2,more,big,high,1.0
830,unacc,vhigh,high,4,more,big,med,1.0
831,unacc,med,vhigh,2,2,med,high,1.0
832,unacc,low,vhigh,2,2,big,med,1.0
833,unacc,low,vhigh,3,2,big,med,1.0
834,vgood,low,high,4,more,big,high,1.0
835,unacc,vhigh,med,5more,2,small,med,1.0
836,acc,med,low,3,4,small,med,1.0
837,unacc,high,low,3,2,small,high,1.0
838,unacc,vhigh,low,3,2,med,med,1.0
839,unacc,low,vhigh,4,2,small,low,1.0
840,unacc,vhigh,high,5more,2,small,med,1.0
841,acc,high,low,2,more,big,med,1.0
842,unacc,high,med,4,more,small,med,1.0
843,acc,vhigh,low,4,4,big,med,1.0
844,unacc,low,vhigh,5more,2,small,med,1.0
845,good,low,med,5more,more,small,high,1.0
846,unacc,high,high,5more,more,small,med,1.0
847,unacc,med,vhigh,5more,2,med,high,1.0
848,unacc,low,med,3,2,small,med,1.0
849,unacc,vhigh,med,2,2,big,low,1.0
850,unacc,low,low,5more,2,big,low,1.0
851,unacc,low,high,5more,2,big,med,1.0
852,unacc,high,vhigh,2,more,med,low,1.0
853,unacc,low,med,4,2,big,med,1.0
854,acc,low,med,5more,more,small,med,1.0
855,unacc,med,low,5more,2,big,med,1.0
856,acc,low,high,2,4,small,med,1.0
857,unacc,low,high,5more,2,big,low,1.0
858,acc,med,med,3,4,small,med,1.0
859,acc,low,vhigh,5more,4,med,high,1.0
860,unacc,high,high,4,2,med,low,1.0
861,unacc,high,low,5more,2,big,high,1.0
862,acc,vhigh,vhigh,2,4,small,high,0.25
863,unacc,low,high,2,2,big,med,1.0
864,unacc,med,med,2,more,med,low,1.0
865,unacc,low,vhigh,2,4,big,low,1.0
866,unacc,vhigh,vhigh,5more,4,small,med,1.0
867,unacc,high,vhigh,4,more,small,med,1.0
868,unacc,low,high,3,more,med,low,1.0
869,unacc,med,med,5more,more,big,low,1.0
870,unacc,vhigh,high,2,more,small,high,1.0
871,unacc,vhigh,vhigh,2,2,big,low,0.25
872,unacc,high,low,3,2,med,low,1.0
873,unacc,med,vhigh,2,4,med,med,1.0
874,good,low,low,3,more,small,high,1.0
875,unacc,low,low,2,2,small,high,1.0
876,unacc,low,vhigh,2,more,small,med,1.0
877,vgood,med,low,5more,more,big,high,1.0
878,unacc,med,low,5more,2,big,high,1.0
879,unacc,med,vhigh,5more,more,med,low,1.0
880,unacc,high,med,3,2,big,med,1.0
881,unacc,vhigh,vhigh,5more,4,big,med,1.0
882,good,low,low,3,4,big,med,1.0
883,unacc,high,low,3,4,small,med,1.0
884,unacc,high,med,2,4,small,low,1.0
885,unacc,high,vhigh,2,more,big,high,1.0
886,unacc,med,vhigh,3,4,med,low,1.0
887,unacc,med,high,4,2,med,high,1.0
888,unacc,high,high,5more,2,med,med,1.0
889,unacc,vhigh,med,3,4,big,low,1.0
890,acc,vhigh,low,4,more,med,high,1.0
891,unacc,high,low,4,2,big,med,1.0
892,acc,vhigh,med,5more,more,med,med,1.0
893,acc,low,high,3,4,small,high,1.0
894,unacc,high,med,4,4,small,med,1.0
895,acc,high,med,4,4,small,high,1.0
896,unacc,high,high,2,2,small,med,1.0
897,acc,low,med,4,4,small,med,1.0
898,acc,high,low,5more,4,small,high,1.0
899,unacc,vhigh,vhigh,4,4,big,high,1.0
900,acc,high,high,3,4,small,high,0.5
901,unacc,med,vhigh,3,2,med,med,1.0
902,vgood,low,low,4,more,big,high,1.0
903,unacc,low,vhigh,3,2,small,med,1.0
904,unacc,low,vhigh,4,4,small,med,1.0
905,unacc,vhigh,vhigh,3,4,med,low,1.0
906,unacc,med,vhigh,4,4,med,low,1.0
907,acc,low,vhigh,2,4,big,high,1.0
908,unacc,vhigh,vhigh,2,4,small,low,0.25
909,unacc,med,low,3,2,med,low,1.0
910,acc,low,vhigh,2,more,med,high,1.0
911,acc,high,high,5more,4,med,high,0.5
912,unacc,high,vhigh,3,2,small,low,1.0
913,unacc,med,low,3,2,med,high,1.0
914,acc,high,low,4,more,small,high,1.0
915,acc,high,med,3,more,med,high,1.0
916,unacc,high,high,5more,4,med,med,0.5
917,acc,high,high,5more,more,big,med,0.5
918,unacc,vhigh,med,3,more,small,low,1.0
919,acc,high,high,4,4,med,med,0.5
920,unacc,vhigh,vhigh,3,more,med,high,1.0
921,unacc,high,low,3,2,big,med,1.0
922,unacc,high,med,4,2,small,low,1.0
923,unacc,low,low,4,2,big,low,1.0
924,unacc,low,vhigh,4,2,big,med,1.0
925,good,med,low,2,more,med,high,1.0
926,unacc,vhigh,high,5more,2,big,high,1.0
927,unacc,med,vhigh,2,more,small,med,1.0
928,acc,med,med,2,4,med,med,1.0
929,unacc,high,vhigh,4,4,big,med,1.0
930,unacc,med,low,3,2,big,high,1.0
931,unacc,low,vhigh,5more,4,med,low,1.0
932,unacc,high,med,3,more,small,med,1.0
933,acc,low,high,3,4,med,med,1.0
934,unacc,high,vhigh,2,2,med,high,1.0
935,unacc,med,vhigh,3,2,big,high,1.0
936,unacc,high,low,5more,more,small,low,1.0
937,unacc,high,high,5more,2,big,high,1.0
938,unacc,vhigh,vhigh,3,more,big,high,1.0
939,unacc,high,med,2,2,small,high,1.0
940,unacc,vhigh,med,2,more,small,med,1.0
941,acc,med,med,5more,more,big,med,1.0
942,unacc,vhigh,high,2,more,med,high,1.0
943,acc,med,med,4,4,big,med,1.0
944,acc,med,high,3,more,med,high,1.0
945,good,low,med,4,4,small,high,1.0
946,vgood,low,low,5more,more,med,high,1.0
947,unacc,med,high,4,2,big,low,1.0
948,unacc,vhigh,low,3,4,small,low,1.0
949,good,med,low,5more,more,big,med,1.0
950,unacc,vhigh,vhigh,2,more,small,med,0.25
951,unacc,high,high,3,more,small,med,1.0
952,acc,high,low,3,more,med,med,1.0
953,acc,low,med,2,4,small,med,1.0
954,unacc,high,high,3,more,med,high,0.5
955,unacc,vhigh,med,5more,2,med,med,1.0
956,unacc,high,vhigh,4,4,small,high,1.0
957,acc,vhigh,med,2,4,med,high,1.0
958,unacc,low,low,5more,2,big,high,1.0
959,unacc,vhigh,high,4,4,big,med,1.0
960,unacc,high,vhigh,4,2,small,low,1.0
961,good,low,med,2,4,med,high,1.0
962,unacc,vhigh,low,2,more,small,low,1.0
963,unacc,med,med,2,2,med,low,1.0
964,acc,low,low,3,4,med,med,1.0
965,unacc,med,low,3,4,med,low,1.0
966,acc,vhigh,low,5more,4,med,high,1.0
967,unacc,vhigh,low,2,4,small,low,1.0
968,unacc,vhigh,low,4,4,big,low,1.0
969,vgood,low,high,2,more,big,high,1.0
970,unacc,low,high,2,more,small,med,1.0
971,unacc,vhigh,med,4,2,small,high,1.0
972,unacc,med,low,2,4,small,low,1.0
973,unacc,low,low,2,more,med,low,1.0
974,acc,low,high,3,more,big,med,1.0
975,unacc,vhigh,high,2,2,small,med,1.0
976,unacc,vhigh,med,4,2,med,high,1.0
977,unacc,vhigh,high,3,2,small,med,1.0
978,unacc,high,med,2,2,big,med,1.0
979,unacc,high,vhigh,2,4,small,low,1.0
980,unacc,vhigh,med,5more,2,small,high,1.0
981,unacc,high,high,2,4,med,high,0.5
982,acc,low,vhigh,5more,more,big,high,1.0
983,unacc,med,high,4,4,med,low,1.0
984,acc,vhigh,med,3,4,big,high,1.0
985,unacc,low,med,3,2,med,med,1.0
986,unacc,vhigh,high,2,4,med,low,1.0
987,unacc,med,med,2,more,small,low,1.0
988,unacc,low,high,5more,more,big,low,1.0
989,unacc,low,low,3,2,small,med,1.0
990,acc,med,low,2,4,med,med,1.0
991,unacc,vhigh,low,4,2,med,low,1.0
992,unacc,high,vhigh,3,more,med,med,1.0
993,acc,vhigh,med,4,4,small,high,1.0
994,unacc,vhigh,vhigh,2,4,big,med,0.25
995,unacc,low,low,5more,2,med,low,1.0
996,unacc,low,high,3,4,med,low,1.0
997,acc,med,vhigh,5more,4,big,med,1.0
998,acc,high,low,2,4,small,high,1.0
999,acc,med,med,3,more,small,med,1.0
1000,acc,high,low,3,more,big,high,1.0
1001,unacc,med,med,5more,2,med,low,1.0
1002,acc,low,med,3,more,small,med,1.0
1003,unacc,high,med,5more,4,small,low,1.0
1004,unacc,vhigh,vhigh,5more,more,med,low,1.0
1005,unacc,high,low,4,more,small,med,1.0
1006,unacc,high,vhigh,3,4,med,med,1.0
1007,unacc,med,vhigh,4,more,small,med,1.0
1008,acc,high,high,4,4,big,high,0.5
1009,acc,vhigh,vhigh,2,more,med,low,0.25
1010,acc,vhigh,med,4,more,med,high,1.0
1011,acc,low,vhigh,2,more,big,high,1.0
1012,unacc,low,vhigh,5more,more,small,med,1.0
1013,unacc,low,med,2,4,big,low,1.0
1014,unacc,low,low,4,4,small,low,1.0
1015,unacc,med,low,2,more,big,low,1.0
1016,unacc,vhigh,vhigh,3,2,small,low,0.25
1017,acc,high,med,2,more,big,med,1.0
1018,unacc,low,low,2,more,small,low,1.0
1019,unacc,med,high,4,more,big,low,1.0
1020,vgood,med,med,5more,more,big,high,1.0
1021,unacc,med,high,3,4,med,med,1.0
1022,unacc,med,high,3,2,small,med,1.0
1023,acc,vhigh,vhigh,2,more,big,low,0.25
1024,unacc,med,vhigh,3,2,med,low,1.0
1025,acc,high,high,3,more,med,high,0.5
1026,acc,vhigh,low,5more,4,big,med,1.0
1027,good,low,med,2,4,big,med,1.0
1028,unacc,high,vhigh,4,more,big,low,1.0
1029,unacc,med,med,5more,2,big,med,1.0
1030,unacc,low,vhigh,3,more,small,med,1.0
1031,unacc,low,high,4,more,big,low,1.0
1032,unacc,low,med,3,2,big,high,1.0
1033,unacc,high,med,5more,2,big,high,1.0
1034,unacc,vhigh,high,5more,4,med,high,1.0
1035,unacc,low,low,2,2,small,low,1.0
1036,unacc,low,med,3,more,med,low,1.0
1037,unacc,high,med,5more,more,small,low,1.0
1038,unacc,med,high,4,4,small,low,1.0
1039,acc,med,high,2,more,big,high,1.0
1040,unacc,high,low,5more,2,big,low,1.0
1041,acc,med,high,3,more,small,high,1.0
1042,unacc,vhigh,med,3,4,small,med,1.0
1043,unacc,low,high,2,2,med,high,1.0
1044,unacc,vhigh,med,3,2,med,low,1.0
1045,acc,high,med,5more,4,med,high,1.0
1046,unacc,vhigh,high,4,more,med,high,1.0
1047,unacc,low,vhigh,5more,2,med,high,1.0
1048,acc,high,med,2,4,small,high,1.0
1049,unacc,low,med,3,more,small,low,1.0
1050,unacc,med,high,5more,4,small,med,1.0
1051,unacc,vhigh,vhigh,5more,more,big,med,1.0
1052,unacc,high,low,4,2,big,low,1.0
1053,good,low,low,2,4,big,med,1.0
1054,vgood,low,high,5more,more,big,high,1.0
1055,unacc,vhigh,low,5more,more,med,low,1.0
1056,unacc,vhigh,high,2,4,small,med,1.0
1057,unacc,low,vhigh,4,2,med,med,1.0
1058,acc,high,low,3,more,med,high,1.0
1059,unacc,med,high,4,more,small,low,1.0
1060,unacc,vhigh,med,2,2,big,med,1.0
1061,unacc,high,high,4,more,med,med,0.5
1062,acc,high,med,3,4,big,high,1.0
1063,unacc,med,med,5more,2,small,low,1.0
1064,unacc,low,high,4,4,med,low,1.0
1065,unacc,med,vhigh,5more,4,med,low,1.0
1066,acc,vhigh,med,5more,4,small,high,1.0
1067,unacc,low,med,3,2,big,med,1.0
1068,unacc,vhigh,med,3,2,med,med,1.0
1069,acc,med,high,2,4,big,med,1.0
1070,unacc,low,vhigh,3,2,small,high,1.0
1071,unacc,high,vhigh,4,more,small,high,1.0
1072,unacc,med,high,2,2,med,high,1.0
1073,unacc,vhigh,low,5more,2,small,high,1.0
1074,unacc,high,med,5more,more,big,low,1.0
1075,unacc,med,low,4,2,big,low,1.0
1076,acc,high,low,4,4,big,med,1.0
1077,acc,vhigh,low,4,4,med,high,1.0
1078,unacc,high,low,2,2,med,med,1.0
1079,acc,vhigh,med,3,4,med,high,1.0
1080,unacc,low,vhigh,2,more,small,low,1.0
1081,unacc,vhigh,low,2,2,small,low,1.0
1082,unacc,high,high,3,2,small,low,1.0
1083,acc,high,high,5more,more,med,high,0.5
1084,unacc,vhigh,high,2,4,small,low,1.0
1085,acc,low,vhigh,3,4,big,high,1.0
1086,unacc,high,high,5more,more,big,high,0.5
1087,unacc,low,high,4,2,big,high,1.0
1088,unacc,low,high,2,4,med,low,1.0
1089,unacc,vhigh,vhigh,2,2,med,low,0.6666666666666666
1090,acc,low,high,3,4,med,high,1.0
1091,unacc,high,high,2,2,big,high,1.0
1092,unacc,vhigh,vhigh,5more,2,small,high,1.0
1093,unacc,high,low,2,2,med,high,1.0
1094,unacc,high,med,5more,4,small,med,1.0
1095,unacc,vhigh,vhigh,4,more,med,low,1.0
1096,good,low,med,3,4,big,med,1.0
1097,acc,high,med,2,more,med,high,1.0
1098,acc,high,high,3,4,med,high,0.5
1099,unacc,med,med,5more,4,med,low,1.0
1100,unacc,low,vhigh,3,2,med,high,1.0
1101,unacc,low,low,5more,4,big,low,1.0
1102,unacc,med,vhigh,2,more,big,low,1.0
1103,unacc,vhigh,vhigh,4,more,big,low,1.0
1104,unacc,vhigh,med,2,2,med,high,1.0
1105,vgood,low,high,3,more,big,high,1.0
1106,acc,high,med,3,4,med,high,1.0
1107,unacc,med,low,4,4,big,low,1.0
1108,unacc,med,vhigh,3,2,small,high,1.0
1109,unacc,low,vhigh,3,more,small,low,1.0
1110,unacc,vhigh,low,5more,2,big,low,1.0
1111,vgood,low,low,4,more,med,high,1.0
1112,unacc,vhigh,med,4,4,small,low,1.0
1113,good,med,low,4,more,med,med,1.0
1114,unacc,med,vhigh,2,2,big,high,1.0
1115,good,med,low,3,4,big,med,1.0
1116,good,med,low,2,4,small,high,1.0
1117,vgood,med,med,4,more,big,high,1.0
1118,acc,low,vhigh,5more,more,med,high,1.0
1119,acc,high,med,4,more,small,high,1.0
1120,unacc,vhigh,low,4,4,med,low,1.0
1121,acc,med,high,2,4,small,high,1.0
1122,unacc,med,high,3,2,big,high,1.0
1123,unacc,med,high,5more,2,small,high,1.0
1124,unacc,vhigh,med,2,more,med,low,1.0
1125,unacc,vhigh,low,5more,more,small,med,1.0
1126,unacc,low,vhigh,5more,4,small,low,1.0
1127,unacc,med,med,2,more,small,med,1.0
1128,unacc,med,high,3,2,big,med,1.0
1129,unacc,high,high,4,2,small,high,1.0
1130,acc,low,high,5more,more,big,med,1.0
1131,unacc,high,vhigh,3,more,big,med,1.0
1132,unacc,vhigh,low,3,4,med,low,1.0
1133,unacc,high,med,5more,4,big,low,1.0
1134,unacc,high,vhigh,3,more,small,low,1.0
1135,unacc,med,high,3,2,med,low,1.0
1136,unacc,low,low,3,more,small,low,1.0
1137,unacc,low,high,4,4,small,low,1.0
1138,unacc,vhigh,med,2,2,small,low,1.0
1139,unacc,vhigh,high,3,4,small,med,1.0
1140,unacc,high,high,2,2,med,high,1.0
1141,unacc,vhigh,med,2,2,med,med,1.0
1142,unacc,high,med,3,2,med,med,1.0
1143,unacc,low,high,4,2,small,low,1.0
1144,unacc,med,high,3,2,big,low,1.0
1145,acc,vhigh,med,4,4,big,med,1.0
1146,acc,low,vhigh,4,4,big,high,1.0
1147,unacc,low,low,3,2,big,high,1.0
1148,vgood,low,high,4,more,med,high,1.0
1149,unacc,high,high,5more,4,med,low,1.0
1150,unacc,low,med,3,2,med,low,1.0
1151,acc,low,vhigh,2,more,big,med,1.0
1152,unacc,high,med,4,2,med,med,1.0
1153,unacc,high,vhigh,2,more,small,med,1.0
1154,unacc,low,vhigh,3,2,big,low,1.0
1155,unacc,med,high,3,more,small,med,1.0
1156,unacc,med,high,2,more,small,high,1.0
1157,unacc,high,vhigh,4,more,big,high,1.0
1158,acc,med,vhigh,3,4,big,high,1.0
1159,unacc,vhigh,vhigh,5more,2,med,med,1.0
1160,unacc,high,med,5more,more,med,low,1.0
1161,unacc,med,vhigh,3,2,small,low,1.0
1162,unacc,high,high,4,4,med,high,0.5
1163,acc,vhigh,med,5more,more,med,high,1.0
1164,unacc,med,low,2,2,small,low,1.0
1165,unacc,vhigh,high,5more,4,big,low,1.0
1166,acc,high,med,4,4,med,med,1.0
1167,unacc,vhigh,vhigh,4,2,big,high,1.0
1168,unacc,vhigh,med,2,more,big,low,1.0
1169,unacc,high,med,5more,2,med,high,1.0
1170,acc,low,high,2,4,med,high,1.0
1171,vgood,med,med,3,more,med,high,1.0
1172,unacc,med,high,3,4,small,med,1.0
1173,unacc,high,low,2,4,med,low,1.0
1174,good,low,low,3,more,big,med,1.0
1175,vgood,low,high,5more,more,med,high,1.0
1176,unacc,vhigh,vhigh,3,more,small,high,1.0
1177,acc,med,med,3,more,med,med,1.0
1178,unacc,high,vhigh,3,4,small,med,1.0
